 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
   7.94100 ,    -0.191320592909647E+01 ,    -0.254370273398374E+01 ,     0.263750654345799E+01 ,    -0.181406560274449E+01 ,     0.334275722582849E+01 ,     0.109544625468806E+01 , 
   7.96100 ,    -0.172344675056570E+01 ,    -0.216524288783404E+01 ,     0.198897980620372E+01 ,    -0.163387307056980E+01 ,     0.328741561202038E+01 ,     0.758751827009176E+00 , 
   7.98100 ,    -0.144241676105612E+01 ,    -0.156097994358518E+01 ,     0.122170918099954E+01 ,    -0.136803521596519E+01 ,     0.312000665733543E+01 ,     0.373079964344012E+00 , 
   8.00100 ,    -0.105549827091395E+01 ,    -0.784464380292683E+00 ,     0.379534146608330E+00 ,    -0.100293312036186E+01 ,     0.284140218566640E+01 ,    -0.311110021499998E-01 , 
   8.02100 ,    -0.556731589104589E+00 ,     0.101583669674909E+00 ,    -0.487832617149510E+00 ,    -0.533069917291332E+00 ,     0.245750078249592E+01 ,    -0.422072113712522E+00 , 
   8.04100 ,     0.497256623845233E-01 ,     0.103081245417507E+01 ,    -0.132820137842416E+01 ,     0.375713329802512E-01 ,     0.197902508912109E+01 ,    -0.769212220539437E+00 , 
   8.06100 ,     0.748971256108027E+00 ,     0.193870330137755E+01 ,    -0.209051018715745E+01 ,     0.694950099022308E+00 ,     0.142101935095998E+01 ,    -0.104545126952818E+01 , 
   8.08100 ,     0.151564503137497E+01 ,     0.276748921476805E+01 ,    -0.272836048742493E+01 ,     0.141524666841716E+01 ,     0.802084716885360E+00 ,    -0.122928906722585E+01 , 
   8.10100 ,     0.231513761749601E+01 ,     0.347012669679450E+01 ,    -0.320321303950861E+01 ,     0.216600261536449E+01 ,     0.143410319646354E+00 ,    -0.130642427327052E+01 , 
   8.12100 ,     0.310565368928021E+01 ,     0.401302589160534E+01 ,    -0.348700319133518E+01 ,     0.290805912529866E+01 ,    -0.532326810399561E+00 ,    -0.127079618354897E+01 , 
   8.14100 ,     0.384099092234301E+01 ,     0.437737273392457E+01 ,    -0.356398332057704E+01 ,     0.359816233186519E+01 ,    -0.120211171450714E+01 ,    -0.112497006540409E+01 , 
   8.16100 ,     0.447383452913495E+01 ,     0.455901561778460E+01 ,    -0.343166392755840E+01 ,     0.419204777946970E+01 ,    -0.184370923836515E+01 ,    -0.879841267863287E+00 , 
   8.18100 ,     0.495932097365551E+01 ,     0.456702494884002E+01 ,    -0.310079780915762E+01 ,     0.464777318812258E+01 ,    -0.243667385181851E+01 ,    -0.553689400311819E+00 , 
   8.20100 ,     0.525859700674534E+01 ,     0.442115424405087E+01 ,    -0.259442771480559E+01 ,     0.492904340452150E+01 ,    -0.296318878206200E+01 ,    -0.170666803197836E+00 , 
   8.22100 ,     0.534209389961654E+01 ,     0.414852539938851E+01 ,    -0.194609047913609E+01 ,     0.500826594575360E+01 ,    -0.340868962446468E+01 ,     0.241149118449748E+00 , 
   8.24100 ,     0.519225239678182E+01 ,     0.377992030559525E+01 ,    -0.119733387248953E+01 ,     0.486909051012009E+01 ,    -0.376224868221282E+01 ,     0.651976118782743E+00 , 
   8.26100 ,     0.480547046549719E+01 ,     0.334608152555793E+01 ,    -0.394751278116830E+00 ,     0.450822027849082E+01 ,    -0.401671837260173E+01 ,     0.103263639113376E+01 , 
   8.28100 ,     0.419310075226581E+01 ,     0.287440540882660E+01 ,     0.413229886217426E+00 ,     0.393633426909741E+01 ,    -0.416865292697033E+01 ,     0.135676708709739E+01 , 
   8.30100 ,     0.338139369269862E+01 ,     0.238635474576450E+01 ,     0.117955937453946E+01 ,     0.317802461221510E+01 ,    -0.421804527864168E+01 ,     0.160275571177931E+01 , 
   8.32100 ,     0.241036025578588E+01 ,     0.189583122330801E+01 ,     0.186153797198670E+01 ,     0.227072550898001E+01 ,    -0.416792882796561E+01 ,     0.175525007030521E+01 , 
   8.34100 ,     0.133160940628800E+01 ,     0.140863967126833E+01 ,     0.242334555906681E+01 ,     0.126268629215692E+01 ,    -0.402390057979765E+01 ,     0.180613064107199E+01 , 
   8.36100 ,     0.205293338090560E+00 ,     0.923057375279259E+00 ,     0.283795926984598E+01 ,     0.210113635720454E+00 ,    -0.379362249217873E+01 ,     0.175488018122183E+01 , 
   8.38100 ,    -0.903637625512122E+00 ,     0.431404363193042E+00 ,     0.308835345432784E+01 ,    -0.826328011300180E+00 ,    -0.348635196407441E+01 ,     0.160833689424236E+01 , 
   8.40100 ,    -0.192961417148075E+01 ,    -0.775940039947355E-01 ,     0.316793528909438E+01 ,    -0.178541820392599E+01 ,    -0.311254108810131E+01 ,     0.137986913765646E+01 , 
   8.42100 ,    -0.281076916751720E+01 ,    -0.615942546200613E+00 ,     0.308023279014408E+01 ,    -0.260941190790142E+01 ,    -0.268352902519867E+01 ,     0.108805700594240E+01 , 
   8.44100 ,    -0.349309464124594E+01 ,    -0.119335149302392E+01 ,     0.283791026676453E+01 ,    -0.324791499311363E+01 ,    -0.221133445595576E+01 ,     0.755005214233930E+00 , 
   8.46100 ,    -0.393413682472811E+01 ,    -0.181440902418341E+01 ,     0.246123512387600E+01 ,    -0.366132646391871E+01 ,    -0.170853757884006E+01 ,     0.404439334167563E+00 , 
   8.48100 ,    -0.410596215360790E+01 ,    -0.247628825610634E+01 ,     0.197615559697515E+01 ,    -0.382359888555868E+01 ,    -0.118822561233833E+01 ,     0.597514418906839E-01 , 
   8.50100 ,    -0.399717767187801E+01 ,    -0.316727117306743E+01 ,     0.141216903158437E+01 ,    -0.372411579623351E+01 ,    -0.663964056123589E+00 ,    -0.257839305337759E+00 , 
   8.52100 ,    -0.361385604200063E+01 ,    -0.386628872757997E+01 ,     0.800163734426549E+00 ,    -0.336854724145211E+01 ,    -0.149749507463435E+00 ,    -0.530860397530895E+00 , 
   8.54100 ,    -0.297929332372766E+01 ,    -0.454357266442031E+01 ,     0.170404790615481E+00 ,    -0.277861728700824E+01 ,     0.340100518200721E+00 ,    -0.746770618560721E+00 , 
   8.56100 ,    -0.213261104256269E+01 ,    -0.516240069962390E+01 ,    -0.449192453779745E+00 ,    -0.199079503219700E+01 ,     0.791159342251860E+00 ,    -0.898669582991291E+00 , 
   8.58100 ,    -0.112629659747224E+01 ,    -0.568180358475606E+01 ,    -0.103439512547216E+01 ,    -0.105399746157389E+01 ,     0.118923122994771E+01 ,    -0.985489998649605E+00 , 
   8.60100 ,    -0.228516091139478E-01 ,    -0.606000126331604E+01 ,    -0.156553009162685E+01 ,    -0.264627241777938E-01 ,     0.152083013291011E+01 ,    -0.101167687845166E+01 , 
   8.62100 ,     0.110921921849067E+01 ,    -0.625825558684534E+01 ,    -0.202789088632711E+01 ,     0.102798909033534E+01 ,     0.177378785972774E+01 ,    -0.986402710673398E+00 , 
   8.64100 ,     0.219980038922452E+01 ,    -0.624477664638785E+01 ,    -0.241170409545726E+01 ,     0.204404819328126E+01 ,     0.193796205836207E+01 ,    -0.922406872742295E+00 , 
   8.66100 ,     0.318163548406286E+01 ,    -0.599830365486536E+01 ,    -0.271172343899299E+01 ,     0.295907757989185E+01 ,     0.200599532829016E+01 ,    -0.834577993368962E+00 , 
   8.68100 ,     0.399456804951629E+01 ,    -0.551100122157823E+01 ,    -0.292654866245379E+01 ,     0.371706040911493E+01 ,     0.197406127407248E+01 ,    -0.738417033001716E+00 , 
   8.70100 ,     0.458926626466988E+01 ,    -0.479036614577896E+01 ,    -0.305778338328124E+01 ,     0.427206511181119E+01 ,     0.184252330864893E+01 ,    -0.648525120020803E+00 , 
   8.72100 ,     0.493018412218346E+01 ,    -0.385992366221230E+01 ,    -0.310915019939574E+01 ,     0.459099843210381E+01 ,     0.161642897894709E+01 ,    -0.577253372476901E+00 , 
   8.74100 ,     0.499756929936125E+01 ,    -0.275859778518781E+01 ,    -0.308567291784457E+01 ,     0.465547019142317E+01 ,     0.130576734147454E+01 ,    -0.533632946251725E+00 , 
   8.76100 ,     0.478839831529821E+01 ,    -0.153875836728880E+01 ,    -0.299301619103530E+01 ,     0.446265917756028E+01 ,     0.925429538996197E+00 ,    -0.522674345905339E+00 , 
   8.78100 ,     0.431619754765538E+01 ,    -0.263066920091528E+00 ,    -0.283704469184902E+01 ,     0.402514215239125E+01 ,     0.494832519395490E+00 ,    -0.545088458462496E+00 , 
   8.80100 ,     0.360978828708891E+01 ,     0.999646801867846E+00 ,    -0.262363052019046E+01 ,     0.336972202386095E+01 ,     0.371913543823620E-01 ,    -0.597441277139236E+00 , 
   8.82100 ,     0.271106926219631E+01 ,     0.217915505537153E+01 ,    -0.235870253927051E+01 ,     0.253536118454794E+01 ,    -0.421545206160610E+00 ,    -0.672713616257471E+00 , 
   8.84100 ,     0.167201541383513E+01 ,     0.320886426049925E+01 ,    -0.204849856435782E+01 ,     0.157038671736087E+01 ,    -0.854050982805212E+00 ,    -0.761199975097570E+00 , 
   8.86100 ,     0.551122419394900E+00 ,     0.403069518869023E+01 ,    -0.169995421890336E+01 ,     0.529181233494870E+00 ,    -0.123319672397707E+01 ,    -0.851650400914479E+00 , 
   8.88100 ,    -0.590440950339973E+00 ,     0.459940474124021E+01 ,    -0.132114362381423E+01 ,    -0.531396718149788E+00 ,    -0.153374445451257E+01 ,    -0.932538370420803E+00 , 
   8.90100 ,    -0.169269817404354E+01 ,     0.488598605660520E+01 ,    -0.921678765818872E+00 ,    -0.155560734718771E+01 ,    -0.173404602317059E+01 ,    -0.993328094854208E+00 , 
   8.92100 ,    -0.270048182576845E+01 ,     0.487985884790838E+01 ,    -0.512977182398412E+00 ,    -0.249219192125752E+01 ,    -0.181762105965739E+01 ,    -0.102561695267478E+01 , 
   8.94100 ,    -0.356656350349538E+01 ,     0.458966236246943E+01 ,    -0.108321137584684E+00 ,    -0.329728110939028E+01 ,    -0.177449045772398E+01 ,    -0.102404257119404E+01 , 
   8.96100 ,    -0.425410305666747E+01 ,     0.404258027374491E+01 ,     0.277345716516532E+00 ,    -0.393666940672679E+01 ,    -0.160215270199804E+01 ,    -0.986867979446698E+00 , 
   8.98100 ,    -0.473828092253676E+01 ,     0.328224983043522E+01 ,     0.627908492434466E+00 ,    -0.438732929278094E+01 ,    -0.130611135228095E+01 ,    -0.916189909231339E+00 , 
   9.00100 ,    -0.500704310032892E+01 ,     0.236542587060445E+01 ,     0.926848834622754E+00 ,    -0.463809991325374E+01 ,    -0.899891419671847E+00 ,    -0.817751726565333E+00 , 
   9.02100 ,    -0.506095678167790E+01 ,     0.135767351470562E+01 ,     0.115824727898494E+01 ,    -0.468954875753321E+01 ,    -0.404518073958535E+00 ,    -0.700380236498125E+00 , 
   9.04100 ,    -0.491224047505008E+01 ,     0.328442540707134E+00 ,     0.130794654601648E+01 ,    -0.455306597592338E+01 ,     0.152529627438221E+00 ,    -0.575101244422005E+00 , 
   9.06100 ,    -0.458309052585143E+01 ,    -0.654075126492018E+00 ,     0.136477786399479E+01 ,    -0.424930492079944E+01 ,     0.738837612256279E+00 ,    -0.454019035183227E+00 , 
   9.08100 ,    -0.410347191781838E+01 ,    -0.152788967290442E+01 ,     0.132173715538753E+01 ,    -0.380612519145916E+01 ,     0.131895898787845E+01 ,    -0.349067129867189E+00 , 
   9.10100 ,    -0.350857191756636E+01 ,    -0.224156613100628E+01 ,     0.117699336578545E+01 ,    -0.325622292146401E+01 ,     0.185657920870466E+01 ,    -0.270749844109254E+00 , 
   9.12100 ,    -0.283612860395795E+01 ,    -0.275764746456889E+01 ,     0.934618071684434E+00 ,    -0.263464552207605E+01 ,     0.231680125383327E+01 ,    -0.226995275547961E+00 , 
   9.14100 ,    -0.212384218424455E+01 ,    -0.305489306870227E+01 ,     0.604943381955829E+00 ,    -0.197638419978260E+01 ,     0.266839565480078E+01 ,    -0.222230376363578E+00 , 
   9.16100 ,    -0.140705628580782E+01 ,    -0.312918136313781E+01 ,     0.204482606678380E+00 ,    -0.131421827724999E+01 ,     0.288585956082520E+01 ,    -0.256768704004928E+00 , 
   9.18100 ,    -0.716861521282788E+00 ,    -0.299303984623793E+01 ,    -0.244617149025433E+00 ,    -0.676952894482045E+00 ,     0.295114011841723E+01 ,    -0.326573172411279E+00 , 
   9.20100 ,    -0.787280694986377E-01 ,    -0.267388155587744E+01 ,    -0.715582446327476E+00 ,    -0.881493160206049E-01 ,     0.285489951594889E+01 ,    -0.423422249489116E+00 , 
   9.22100 ,     0.488277895648085E+00 ,    -0.221113323844950E+01 ,    -0.117843342289365E+01 ,     0.434601176965283E+00 ,     0.259723045191311E+01 ,    -0.535471643466150E+00 , 
   9.24100 ,     0.971692641784370E+00 ,    -0.165252852639112E+01 ,    -0.160173177582976E+01 ,     0.879858592470566E+00 ,     0.218776912360114E+01 ,    -0.648167865608632E+00 , 
   9.26100 ,     0.136531735868916E+01 ,    -0.104990172049823E+01 ,    -0.195454179160648E+01 ,     0.124201641454301E+01 ,     0.164519514344407E+01 ,    -0.745438324517453E+00 , 
   9.28100 ,     0.166843694355622E+01 ,    -0.454849436503394E+00 ,    -0.220846763439967E+01 ,     0.152057040223321E+01 ,     0.996150811212739E+00 ,    -0.811057590837849E+00 , 
   9.30100 ,     0.188471952725864E+01 ,     0.853737001326915E-01 ,    -0.233961921178218E+01 ,     0.171908965930121E+01 ,     0.273652606774775E+00 ,    -0.830073337952465E+00 , 
   9.32100 ,     0.202093999840110E+01 ,     0.531392080208374E+00 ,    -0.233035994283045E+01 ,     0.184402317031025E+01 ,    -0.484897435472634E+00 ,    -0.790169570997743E+00 , 
   9.34100 ,     0.208567506833602E+01 ,     0.854406755429622E+00 ,    -0.217070264896846E+01 ,     0.190347905208422E+01 ,    -0.123996622118221E+01 ,    -0.682849540509124E+00 , 
   9.36100 ,     0.208810734658420E+01 ,     0.103786474624242E+01 ,    -0.185924353736727E+01 ,     0.190610449995588E+01 ,    -0.195225920786759E+01 ,    -0.504335689781043E+00 , 
   9.38100 ,     0.203705295002370E+01 ,     0.107800820819788E+01 ,    -0.140355689466933E+01 ,     0.186017319349657E+01 ,    -0.258504901125488E+01 ,    -0.256107711529810E+00 , 
   9.40100 ,     0.194029399699360E+01 ,     0.983313699906026E+00 ,    -0.820011963708170E+00 ,     0.177295621669004E+01 ,    -0.310631279071136E+01 ,     0.549698553728445E-01 , 
   9.42100 ,     0.180425748569138E+01 ,     0.772929389254392E+00 ,    -0.133015357590970E+00 ,     0.165041562612017E+01 ,    -0.349054464121689E+01 ,     0.416944768346974E+00 , 
   9.44100 ,     0.163403963459154E+01 ,     0.474302439037613E+00 ,     0.626276109794910E+00 ,     0.149722047164134E+01 ,    -0.372013465210087E+01 ,     0.813478013573101E+00 , 
   9.46100 ,     0.143373405750147E+01 ,     0.120252699319368E+00 ,     0.142168942149893E+01 ,     0.131704730416184E+01 ,    -0.378623851756174E+01 ,     0.122489444262296E+01 , 
   9.48100 ,     0.120698721976143E+01 ,    -0.254213072710246E+00 ,     0.221410211935706E+01 ,     0.111309475396702E+01 ,    -0.368909795364603E+01 ,     0.162950077967408E+01 , 
   9.50100 ,     0.957678934423579E+00 ,    -0.615042714085948E+00 ,     0.296370533287017E+01 ,     0.888717831898414E+00 ,    -0.343780982848735E+01 ,     0.200506763060539E+01 , 
   9.52100 ,     0.690611741164082E+00 ,    -0.931951214217567E+00 ,     0.363231454074013E+01 ,     0.648074539807366E+00 ,    -0.304957801372757E+01 ,     0.233035995879961E+01 , 
   9.54100 ,     0.412092235017960E+00 ,    -0.118066475197390E+01 ,     0.418557851939914E+01 ,     0.396676445338973E+00 ,    -0.254851394273070E+01 ,     0.258659805247519E+01 , 
   9.56100 ,     0.130299850332512E+00 ,    -0.134442272112190E+01 ,     0.459494666853700E+01 ,     0.141746152455229E+00 ,    -0.196407760383638E+01 ,     0.275873829731703E+01 , 
   9.58100 ,    -0.144636975496382E+00 ,    -0.141464447043050E+01 ,     0.483927425930029E+01 ,    -0.107693049653299E+00 ,    -0.132926870437211E+01 ,     0.283647925312842E+01 , 
   9.60100 ,    -0.400903363712668E+00 ,    -0.139075376489693E+01 ,     0.490597228490122E+01 ,    -0.341038887180662E+00 ,    -0.678687214800228E+00 ,     0.281492203925222E+01 , 
   9.62100 ,    -0.625605269468505E+00 ,    -0.127923783666756E+01 ,     0.479164113951952E+01 ,    -0.546649787043001E+00 ,    -0.465833686153697E-01 ,     0.269484270045712E+01 , 
   9.64100 ,    -0.805685258382249E+00 ,    -0.109209125172485E+01 ,     0.450216264528293E+01 ,    -0.712670328128688E+00 ,     0.534989938173546E+00 ,     0.248256551205506E+01 , 
   9.66100 ,    -0.929070630476423E+00 ,    -0.844850742571919E+00 ,     0.405226026711287E+01 ,    -0.828073422449642E+00 ,     0.103782334224700E+01 ,     0.218945740150468E+01 , 
   9.68100 ,    -0.985944264329178E+00 ,    -0.554460522745683E+00 ,     0.346457015410015E+01 ,    -0.883819284859166E+00 ,     0.143891591471970E+01 ,     0.183109221636098E+01 , 
   9.70100 ,    -0.970005220923066E+00 ,    -0.237215552966854E+00 ,     0.276829375273271E+01 ,    -0.874009635521594E+00 ,     0.172150129362311E+01 ,     0.142615717339374E+01 , 
   9.72100 ,    -0.879575724897147E+00 ,     0.929875607581299E-01 ,     0.199752451118446E+01 ,    -0.796905805916856E+00 ,     0.187570132473321E+01 ,     0.995190704023956E+00 , 
   9.74100 ,    -0.718415217824161E+00 ,     0.425903692734615E+00 ,     0.118935562038662E+01 ,    -0.655682947199115E+00 ,     0.189879674170401E+01 ,     0.559249932895973E+00 , 
   9.76100 ,    -0.496120976253705E+00 ,     0.755568392120124E+00 ,     0.381882459061646E+00 ,    -0.458809575108013E+00 ,     0.179512559790029E+01 ,     0.138606774607819E+00 , 
   9.78100 ,    -0.228027107402001E+00 ,     0.108024829651084E+01 ,    -0.387787306592558E+00 ,    -0.219971128541791E+00 ,     0.157563808682705E+01 ,    -0.248435578015999E+00 , 
   9.80100 ,     0.654429698955116E-01 ,     0.140173617513577E+01 ,    -0.108541036810618E+01 ,     0.425042673928279E-01 ,     0.125715032620555E+01 ,    -0.586528186624746E+00 , 
   9.82100 ,     0.359964877718149E+00 ,     0.172408938582647E+01 ,    -0.168127833747175E+01 ,     0.306713447269449E+00 ,     0.861349374290212E+00 ,    -0.864005951102425E+00 , 
   9.84100 ,     0.628983464312596E+00 ,     0.205197527425320E+01 ,    -0.215160613525425E+01 ,     0.548686149907730E+00 ,     0.413607372716254E+00 ,    -0.107332638501644E+01 , 
   9.86100 ,     0.845754730122963E+00 ,     0.238883446961859E+01 ,    -0.247958126327919E+01 ,     0.744233455078559E+00 ,    -0.583352012592229E-01 ,    -0.121120718263767E+01 , 
   9.88100 ,     0.985605507921012E+00 ,     0.273509815408022E+01 ,    -0.265603711211216E+01 ,     0.870996782730340E+00 ,    -0.525757868530406E+00 ,    -0.127847583717536E+01 , 
   9.90100 ,     0.102822471478574E+01 ,     0.308669541486466E+01 ,    -0.267973320578059E+01 ,     0.910528090662307E+00 ,    -0.960363331726667E+00 ,    -0.127966547157719E+01 , 
   9.92100 ,     0.959783104597516E+00 ,     0.343406141587973E+01 ,    -0.255724370963107E+01 ,     0.850216452510575E+00 ,    -0.133564238302391E+01 ,    -0.122240758589130E+01 , 
   9.94100 ,     0.774679217738186E+00 ,     0.376180855897411E+01 ,    -0.230247196523315E+01 ,     0.684876862795686E+00 ,    -0.162815136569468E+01 ,    -0.111668349281659E+01 , 
   9.96100 ,     0.476728485292402E+00 ,     0.404915557988814E+01 ,    -0.193582294355484E+01 ,     0.417834650248994E+00 ,    -0.181865686369597E+01 ,    -0.974001251405249E+00 , 
   9.98100 ,     0.796493888046231E-01 ,     0.427113008508769E+01 ,    -0.148307728538653E+01 ,     0.613725310843687E-01 ,    -0.189310586989330E+01 ,    -0.806563945846074E+00 , 
  10.00100 ,    -0.393247236847146E+00 ,     0.440047613370211E+01 ,    -0.974020194912965E+00 ,    -0.363545142169251E+00 ,    -0.184338313787757E+01 ,    -0.626488766587288E+00 , 
  10.02100 ,    -0.910196151924846E+00 ,     0.441011842858600E+01 ,    -0.440886144936798E+00 ,    -0.828298565462651E+00 ,    -0.166782116788562E+01 ,    -0.445125570606191E+00 , 
  10.04100 ,    -0.143290354278110E+01 ,     0.427596660847992E+01 ,     0.833135808317671E-01 ,    -0.129835327336323E+01 ,    -0.137143291403064E+01 ,    -0.272509797604438E+00 , 
  10.06100 ,    -0.191915120929258E+01 ,     0.397979413725959E+01 ,     0.566508857049045E+00 ,    -0.173561594618769E+01 ,    -0.965843502909102E+00 ,    -0.116969353758494E+00 , 
  10.08100 ,    -0.232590515920590E+01 ,     0.351190178152293E+01 ,     0.979259342541671E+00 ,    -0.210124716509516E+01 ,    -0.468905642787078E+00 ,     0.151100804274873E-01 , 
  10.10100 ,    -0.261270184387518E+01 ,     0.287327883375127E+01 ,     0.129633731114854E+01 ,    -0.235872518577795E+01 ,     0.960055888977359E-01 ,     0.119370467309555E+00 , 
  10.12100 ,    -0.274504915925094E+01 ,     0.207700667890107E+01 ,     0.149812863164276E+01 ,    -0.247692218489127E+01 ,     0.701009135024953E+00 ,     0.193437591682228E+00 , 
  10.14100 ,    -0.269756378081970E+01 ,     0.114870694252472E+01 ,     0.157177876704766E+01 ,    -0.243294053875539E+01 ,     0.131501983659383E+01 ,     0.236775415453580E+00 , 
  10.16100 ,    -0.245657362713212E+01 ,     0.125915689613849E+00 ,     0.151201672967592E+01 ,    -0.221446351310945E+01 ,     0.190529207349332E+01 ,     0.250469518655530E+00 , 
  10.18100 ,    -0.202194460747819E+01 ,    -0.943640794517540E+00 ,     0.132159970150721E+01 ,    -0.182140256018503E+01 ,     0.243914273110446E+01 ,     0.236970238658225E+00 , 
  10.20100 ,    -0.140794269444162E+01 ,    -0.200479254009304E+01 ,     0.101133491016351E+01 ,    -0.126667073181283E+01 ,     0.288577314449870E+01 ,     0.199822508854670E+00 , 
  10.22100 ,    -0.643012269865875E+00 ,    -0.299852071258264E+01 ,     0.599653447796887E+00 ,    -0.575975305617375E+00 ,     0.321809427868506E+01 ,     0.143403294108247E+00 , 
  10.24100 ,     0.231565531195961E+00 ,    -0.386614053098103E+01 ,     0.111732747760175E+00 ,     0.213402127841723E+00 ,     0.341444832644894E+01 ,     0.726799633274022E-01 , 
  10.26100 ,     0.116408153044127E+01 ,    -0.455374602244038E+01 ,    -0.421810356988535E+00 ,     0.105478900801346E+01 ,     0.346011483691684E+01 ,    -0.700493571694259E-02 , 
  10.28100 ,     0.209573283299244E+01 ,    -0.501655102496142E+01 ,    -0.966606910572557E+00 ,     0.189513942533388E+01 ,     0.334849181597574E+01 ,    -0.901241328398702E-01 , 
  10.30100 ,     0.296466093823849E+01 ,    -0.522275268873622E+01 ,    -0.148652692966979E+01 ,     0.267868431512252E+01 ,     0.308185286117338E+01 ,    -0.171138348492844E+00 , 
  10.32100 ,     0.371040642283486E+01 ,    -0.515656843802853E+01 ,    -0.194587211908669E+01 ,     0.335095371330472E+01 ,     0.267160056054986E+01 ,    -0.244661311448453E+00 , 
  10.34100 ,     0.427844851149532E+01 ,    -0.482015373209028E+01 ,    -0.231164629943943E+01 ,     0.386287080837634E+01 ,     0.213796360009226E+01 ,    -0.305627458616568E+00 , 
  10.36100 ,     0.462447862415328E+01 ,    -0.423419193543848E+01 ,    -0.255576412890511E+01 ,     0.417460070204827E+01 ,     0.150911900499450E+01 ,    -0.349470375530625E+00 , 
  10.38100 ,     0.471806538679562E+01 ,    -0.343705255090263E+01 ,    -0.265705140027764E+01 ,     0.425884499684221E+01 ,     0.819759653705166E+00 ,    -0.372315470570679E+00 , 
  10.40100 ,     0.454540479021700E+01 ,    -0.248253134775385E+01 ,    -0.260289267213461E+01 ,     0.410330665124190E+01 ,     0.109167984633645E+00 ,    -0.371184270489865E+00 , 
  10.42100 ,     0.411091106885474E+01 ,    -0.143630561479015E+01 ,    -0.239039517021638E+01 ,     0.371210600596910E+01 ,    -0.581103451156970E+00 ,    -0.344201003181367E+00 , 
  10.44100 ,     0.343748718084948E+01 ,    -0.371349540017293E+00 ,    -0.202696188136156E+01 ,     0.310600456153288E+01 ,    -0.120980857033080E+01 ,    -0.290785825095535E+00 , 
  10.46100 ,     0.256541236774241E+01 ,     0.637351302663219E+00 ,    -0.153020075251851E+01 ,     0.232138237777500E+01 ,    -0.173867768701033E+01 ,    -0.211814165221248E+00 , 
  10.48100 ,     0.154989062326006E+01 ,     0.151837970840898E+01 ,    -0.927139158711330E+00 ,     0.140801102215388E+01 ,    -0.213499971203606E+01 ,    -0.109719062190206E+00 , 
  10.50100 ,     0.457409656441993E+00 ,     0.220931921805796E+01 ,    -0.252760700042153E+00 ,     0.425759253550568E+00 ,    -0.237393091246459E+01 ,     0.114863186696836E-01 , 
  10.52100 ,    -0.638843401843384E+00 ,     0.266159891230192E+01 ,     0.452068408351736E+00 ,    -0.559544576102547E+00 ,    -0.244035385301775E+01 ,     0.146285303782394E+00 , 
  10.54100 ,    -0.166418368045081E+01 ,     0.284434882741247E+01 ,     0.114316740254772E+01 ,    -0.148079823848143E+01 ,    -0.233013364206285E+01 ,     0.287846193284884E+00 , 
  10.56100 ,    -0.254786594091004E+01 ,     0.274693703228575E+01 ,     0.177594438533496E+01 ,    -0.227451476760591E+01 ,    -0.205065530843064E+01 ,     0.428326138955322E+00 , 
  10.58100 ,    -0.322834887640118E+01 ,     0.237996111021252E+01 ,     0.230844222296757E+01 ,    -0.288554684886713E+01 ,    -0.162057390639539E+01 ,     0.559282973772544E+00 , 
  10.60100 ,    -0.365798201315530E+01 ,     0.177458924500362E+01 ,     0.270431305330351E+01 ,    -0.327128325878250E+01 ,    -0.106876459285172E+01 ,     0.672175884834585E+00 , 
  10.62100 ,    -0.380674711331603E+01 ,     0.980279315197783E+00 ,     0.293550182611783E+01 ,    -0.340498772103467E+01 ,    -0.432519408147139E+00 ,     0.758924721465615E+00 , 
  10.64100 ,    -0.366475170656593E+01 ,     0.610372945942712E-01 ,     0.298443030419939E+01 ,    -0.327801055268877E+01 ,     0.244903759431557E+00 ,     0.812488471689715E+00 , 
  10.66100 ,    -0.324326293301969E+01 ,    -0.909502331912347E+00 ,     0.284550079774711E+01 ,    -0.290068561971610E+01 ,     0.917221297685240E+00 ,     0.827417187413794E+00 , 
  10.68100 ,    -0.257417852034360E+01 ,    -0.185379183718416E+01 ,     0.252578230512136E+01 ,    -0.230182325658841E+01 ,     0.153835115546699E+01 ,     0.800329311784820E+00 , 
  10.70100 ,    -0.170795015266546E+01 ,    -0.269642974006341E+01 ,     0.204479803826929E+01 ,    -0.152681641497553E+01 ,     0.206569614502177E+01 ,     0.730268526108194E+00 , 
  10.72100 ,    -0.710093523772002E+00 ,    -0.337008043353313E+01 ,     0.143339864567629E+01 ,    -0.634484095027982E+00 ,     0.246323984720681E+01 ,     0.618901020191594E+00 , 
  10.74100 ,     0.343470365715026E+00 ,    -0.382077691122213E+01 ,     0.731774975416299E+00 ,     0.307125338540943E+00 ,     0.270421807160448E+01 ,     0.470525162046396E+00 , 
  10.76100 ,     0.137190539879760E+01 ,    -0.401217602720253E+01 ,    -0.132674837533088E-01 ,     0.122566590702998E+01 ,     0.277315405330226E+01 ,     0.291880106312643E+00 , 
  10.78100 ,     0.229537710173720E+01 ,    -0.392841810385633E+01 ,    -0.751588875580430E+00 ,     0.204979611126325E+01 ,     0.266708834087292E+01 ,     0.917567429310665E-01 , 
  10.80100 ,     0.304095405598145E+01 ,    -0.357535440341879E+01 ,    -0.143331699614768E+01 ,     0.271445466686818E+01 ,     0.239589182961474E+01 ,    -0.119567940887350E+00 , 
  10.82100 ,     0.354804891641949E+01 ,    -0.298003790823311E+01 ,    -0.201250535537271E+01 ,     0.316571167278138E+01 ,     0.198161848847449E+01 ,    -0.331035181893925E+00 , 
