Flight time (us) , Experiment , Calculated
   5188.6409999999996       ,    1.0251999999999999       ,    1.0326978036886636     
   5192.7809999999999       ,    1.0682000000000000       ,    1.0330624340775838     
   5196.9219999999996       ,    1.0244000000000000       ,    1.0339519217887498     
   5201.0940000000001       ,    1.0377000000000001       ,    1.0358312962102991     
   5205.2659999999996       ,    1.0716000000000001       ,    1.0394853848130343     
   5209.4219999999996       ,    1.0442000000000000       ,    1.0461130305514257     
   5213.5940000000001       ,    1.0544000000000000       ,    1.0574485810293104     
   5217.7660000000005       ,    1.1170000000000000       ,    1.0754465768203112     
   5221.9380000000001       ,    1.2062999999999999       ,    1.1019138903613956     
   5226.1100000000006       ,    1.3024000000000000       ,    1.1377851812402591     
   5230.2809999999999       ,    1.3289000000000000       ,    1.1823174880954059     
   5234.4690000000001       ,    1.4845999999999999       ,    1.2325992383820759     
   5238.6559999999999       ,    1.5230999999999999       ,    1.2828218956863302     
   5242.8440000000001       ,    1.5911000000000000       ,    1.3257429371351412     
   5247.0470000000005       ,    1.6874000000000000       ,    1.3543192033311493     
   5251.2500000000000       ,    1.6535000000000000       ,    1.3641226055282836     
   5255.4530000000004       ,    1.6757000000000000       ,    1.3536228086958899     
   5259.6559999999999       ,    1.6565000000000001       ,    1.3264070467959421     
   5263.8590000000004       ,    1.5282000000000000       ,    1.2881035449078813     
   5268.0780000000004       ,    1.4306000000000001       ,    1.2448749165365720     
   5272.2969999999996       ,    1.3778999999999999       ,    1.2024128851916411     
   5276.5000000000000       ,    1.2605000000000000       ,    1.1647091990700655     
   5280.7190000000001       ,    1.2222000000000000       ,    1.1333935751443831     
   5284.9529999999995       ,    1.1934000000000000       ,    1.1088817501023305     
   5289.1719999999996       ,    1.1343000000000001       ,    1.0906284735106822     
   5293.4059999999999       ,    1.0757000000000001       ,    1.0773109106272305     
   5297.6409999999996       ,    1.0555000000000001       ,    1.0677329850905914     
   5301.8750000000000       ,    1.0945000000000000       ,    1.0608139496166784     
   5306.1250000000000       ,    1.0630999999999999       ,    1.0556974339388487     
   5310.3750000000000       ,    1.0114000000000001       ,    1.0518269039115242     
   5314.6250000000000       ,   0.99911000000000005       ,    1.0488102768615222     
   5318.8750000000000       ,    1.0172000000000001       ,    1.0464089865449027     
   5323.1250000000000       ,    1.0772999999999999       ,    1.0444672829923469     
   5327.3750000000000       ,    1.0553999999999999       ,    1.0428928764934293     
   5331.6410000000005       ,   0.99585000000000001       ,    1.0416276305096355     
   5335.9059999999999       ,    1.0871000000000000       ,    1.0406384796856549     
   5340.1719999999996       ,    1.0916999999999999       ,    1.0399047016172729     
   5344.4529999999995       ,    1.0377000000000001       ,    1.0394101813380303     
   5348.7340000000004       ,    1.0392999999999999       ,    1.0391488915946678     
   5353.0150000000003       ,    1.0086999999999999       ,    1.0391172423052137     
   5357.2969999999996       ,    1.0125000000000000       ,    1.0393217204913261     
   5361.5779999999995       ,    1.0666000000000000       ,    1.0397670123388192     
   5365.8599999999997       ,    1.0528000000000000       ,    1.0404649800957133     
   5370.1559999999999       ,    1.0625000000000000       ,    1.0413224515976858     
   5374.4529999999995       ,    1.0948000000000000       ,    1.0426065363820567     
   5378.7500000000000       ,    1.1394000000000000       ,    1.0442289483164311     
   5383.0619999999999       ,    1.1404000000000001       ,    1.0462563744843245     
   5387.3590000000004       ,    1.1375000000000000       ,    1.0487512304564435     
   5391.6559999999999       ,    1.0744000000000000       ,    1.0518674225119460     
   5395.9690000000001       ,    1.0596000000000001       ,    1.0558802934842826     
   5400.2970000000005       ,    1.0894999999999999       ,    1.0613733523722311     
   5404.6250000000000       ,    1.1015999999999999       ,    1.0695265531018545     
   5408.9369999999999       ,    1.0972999999999999       ,    1.0827085384202144     
   5413.2660000000005       ,    1.1333000000000000       ,    1.1056105454270968     
   5417.6089999999995       ,    1.1555000000000000       ,    1.1463763491114431     
   5421.9369999999999       ,    1.2040999999999999       ,    1.2172601303107455     
   5426.2659999999996       ,    1.3313999999999999       ,    1.3357161724263178     
   5430.6089999999995       ,    1.5727000000000000       ,    1.5228926180742244     
   5434.9530000000004       ,    1.8596999999999999       ,    1.7978593172655120     
   5439.2969999999996       ,    2.2319000000000000       ,    2.1712796073508871     
   5443.6559999999999       ,    2.6825999999999999       ,    2.6382687696104661     
   5448.0159999999996       ,    3.2460000000000000       ,    3.1670867002428285     
   5452.3750000000000       ,    3.8942000000000001       ,    3.7006539808919241     
   5456.7340000000004       ,    4.3434999999999997       ,    4.1629661513388347     
   5461.0940000000001       ,    4.5251000000000001       ,    4.4790206317395151     
   5465.4690000000001       ,    4.6844999999999999       ,    4.5985631342359072     
   5469.8440000000001       ,    4.7196999999999996       ,    4.5100397343710954     
   5474.2190000000001       ,    4.3837000000000002       ,    4.2436586209831315     
   5478.5940000000001       ,    3.9516000000000000       ,    3.8563357982555790     
   5482.9690000000001       ,    3.4897999999999998       ,    3.4135514307786892     
   5487.3599999999997       ,    3.0518000000000001       ,    2.9716661440445589     
