  Q (1/Ang),       Ga-Ga,       Ga-P ,       Ga-O ,       P-P  ,       P-O  ,       O-O  
  1.0200000,  -6.6379005,   3.3705234,   0.6759418,  -6.6796198,  -0.5140752,  -1.1141216
  1.0400000,  -7.1046750,   3.5297309,   0.6032302,  -7.1426389,  -0.5373168,  -1.1779493
  1.0600000,  -7.5402675,   3.5972512,   0.5167942,  -7.5737888,  -0.5478059,  -1.2493024
  1.0800000,  -7.9283588,   3.5668111,   0.4186708,  -7.9568978,  -0.5447099,  -1.3261335
  1.1000000,  -8.2533370,   3.4341413,   0.3110744,  -8.2765075,  -0.5273861,  -1.4062655
  1.1200000,  -8.5006828,   3.1971297,   0.1963460,  -8.5182535,  -0.4953943,  -1.4874421
  1.1400000,  -8.6573297,   2.8559274,   0.0769012,  -8.6692219,  -0.4485055,  -1.5673797
  1.1600000,  -8.7119911,   2.4130057,  -0.0448206,  -8.7182730,  -0.3867080,  -1.6438187
  1.1800000,  -8.6554475,   1.8731593,  -0.1664052,  -8.6563248,  -0.3102090,  -1.7145749
  1.2000000,  -8.4807867,   1.2434569,  -0.2855102,  -8.4765908,  -0.2194335,  -1.7775890
  1.2200000,  -8.1835915,   0.5331372,  -0.3999078,  -8.1747645,  -0.1150188,  -1.8309722
  1.2400000,  -7.7620709,  -0.2465455,  -0.5075236,  -7.7491493,   0.0021943,  -1.8730495
  1.2600000,  -7.2171326,  -1.0825266,  -0.6064696,  -7.2007289,   0.1311737,  -1.9023965
  1.2800000,  -6.5523946,  -1.9601803,  -0.6950725,  -6.5331780,   0.2707118,  -1.9178726
  1.3000000,  -5.7741353,  -2.8636097,  -0.7718961,  -5.7528121,   0.4194432,  -1.9186464
  1.3200000,  -4.8911852,  -3.7759710,  -0.8357569,  -4.8684789,   0.5758668,  -1.9042153
  1.3400000,  -3.9147611,  -4.6798240,  -0.8857350,  -3.8913931,   0.7383679,  -1.8744182
  1.3600000,  -2.8582479,  -5.5575024,  -0.9211776,  -2.8349193,   0.9052443,  -1.8294402
  1.3800000,  -1.7369323,  -6.3914951,  -0.9416980,  -1.7143064,   1.0747320,  -1.7698110
  1.4000000,  -0.5676953,  -7.1648293,  -0.9471688,  -0.5463825,   1.2450324,  -1.6963945
  1.4200000,   0.6313306,  -7.8614476,  -0.9377098,   0.6507861,   1.4143402,  -1.6103727
  1.4400000,   1.8411296,  -8.4665691,  -0.9136725,   1.8582616,   1.5808705,  -1.5132224
  1.4600000,   3.0421908,  -8.9670279,  -0.8756205,   3.0566193,   1.7428850,  -1.4066850
  1.4800000,   4.2149053,  -9.3515781,  -0.8243069,   4.2263433,   1.8987182,  -1.2927316
  1.5000000,   5.3399643,  -9.6111611,  -0.7606493,   5.3482214,   2.0468004,  -1.1735223
  1.5200000,   6.3987501,  -9.7391261,  -0.6857044,   6.4037343,   2.1856797,  -1.0513623
  1.5400000,   7.3737108,  -9.7314001,  -0.6006405,   7.3754268,   2.3140410,  -0.9286538
  1.5600000,   8.2487100,  -9.5866015,  -0.5067107,   8.2472566,   2.4307225,  -0.8078460
  1.5800000,   9.0093466,  -9.3060958,  -0.4052270,   9.0049106,   2.5347291,  -0.6913843
  1.6000000,   9.6432347,  -8.8939902,  -0.2975351,   9.6360839,   2.6252420,  -0.5816586
  1.6200000,  10.1402409,  -8.3570676,  -0.1849911,  10.1307152,   2.7016258,  -0.4809525
  1.6400000,  10.4926728,  -7.7046607,  -0.0689410,  10.4811739,   2.7634314,  -0.3913946
  1.6600000,  10.6954151,  -6.9484687,   0.0492977,  10.6823950,   2.8103959,  -0.3149123
  1.6800000,  10.7460123,  -6.1023204,   0.1684519,  10.7319613,   2.8424388,  -0.2531895
  1.7000000,  10.6446951,  -5.1818887,   0.2873049,  10.6301294,   2.8596549,  -0.2076284
  1.7200000,  10.3943527,  -4.2043629,   0.4047057,  10.3798012,   2.8623049,  -0.1793171
  1.7400000,  10.0004501,  -3.1880857,   0.5195761,   9.9864423,   2.8508025,  -0.1690030
  1.7600000,   9.4708951,  -2.1521633,   0.6309136,   9.4579483,   2.8256995,  -0.1770724
  1.7800000,   8.8158571,  -1.1160567,   0.7377929,   8.8044652,   2.7876687,  -0.2035376
  1.8000000,   8.0475434,  -0.0991644,   0.8393640,   8.0381655,   2.7374851,  -0.2480304
  1.8200000,   7.1799369,   0.8795950,   0.9348495,   7.1729880,   2.6760066,  -0.3098036
  1.8400000,   6.2285041,   1.8021904,   1.0235395,   6.2243457,   2.6041530,  -0.3877398
  1.8600000,   5.2098768,   2.6518666,   1.1047856,   5.2088095,   2.5228856,  -0.4803669
  1.8800000,   4.1415175,   3.4135051,   1.1779947,   4.1437748,   2.4331863,  -0.5858809
  1.9000000,   3.0413743,   4.0739490,   1.2426219,   3.0471177,   2.3360382,  -0.7021756
  1.9200000,   1.9275338,   4.6222839,   1.2981644,   1.9368489,   2.2324064,  -0.8268775
  1.9400000,   0.8178784,   5.0500691,   1.3441552,   0.8307729,   2.1232208,  -0.9573867
  1.9600000,  -0.2702441,   5.3515138,   1.3801592,  -0.2538413,   2.0093608,  -1.0909224
  1.9800000,  -1.3203324,   5.5235937,   1.4057691,  -1.3005708,   1.8916418,  -1.2245721
  2.0000000,  -2.3170184,   5.5661058,   1.4206039,  -2.2941243,   1.7708041,  -1.3553435
  2.0200000,  -3.2463240,   5.4816605,   1.4243092,  -3.2205976,   1.6475047,  -1.4802189
  2.0400000,  -4.0958825,   5.2756099,   1.4165586,  -4.0676940,   1.5223112,  -1.5962101
  2.0600000,  -4.8551222,   4.9559156,   1.3970580,  -4.8249067,   1.3956994,  -1.7004140
  2.0800000,  -5.5154073,   4.5329579,   1.3655511,  -5.4836592,   1.2680523,  -1.7900659
  2.1000000,  -6.0701369,   4.0192917,   1.3218266,  -6.0374026,   1.1396630,  -1.8625923
  2.1200000,  -6.5147981,   3.4293535,   1.2657273,  -6.4816690,   1.0107393,  -1.9156597
  2.1400000,  -6.8469773,   2.7791275,   1.1971601,  -6.8140810,   0.8814112,  -1.9472201
  2.1600000,  -7.0663269,   2.0857785,   1.1161067,  -7.0343182,   0.7517400,  -1.9555512
  2.1800000,  -7.1744920,   1.3672586,   1.0226349,  -7.1440439,   0.6217295,  -1.9392918
  2.2000000,  -7.1749996,   0.6418982,   0.9169102,  -7.1467926,   0.4913386,  -1.8974709
  2.2200000,  -7.0731131,  -0.0720095,   0.7992068,  -7.0478251,   0.3604950,  -1.8295299
  2.2400000,  -6.8756571,  -0.7566222,   0.6699172,  -6.8539524,   0.2291096,  -1.7353380
  2.2600000,  -6.5908172,  -1.3949488,   0.5295614,  -6.5733353,   0.0970913,  -1.6152003
  2.2800000,  -6.2279197,  -1.9712302,   0.3787938,  -6.2152643,  -0.0356386,  -1.4698581
  2.3000000,  -5.7971980,  -2.4712885,   0.2184077,  -5.7899254,  -0.1691319,  -1.3004819
  2.3200000,  -5.3095484,  -2.8828399,   0.0493383,  -5.3081565,  -0.3034005,  -1.1086568
  2.3400000,  -4.7762853,  -3.1957619,  -0.1273385,  -4.7812021,  -0.4384038,  -0.8963608
  2.3600000,  -4.2088963,  -3.4023110,  -0.3104090,  -4.2204695,  -0.5740386,  -0.6659360
  2.3800000,  -3.6188071,  -3.4972842,  -0.4985285,  -3.6372938,  -0.7101302,  -0.4200536
  2.4000000,  -3.0171576,  -3.4781220,  -0.6902312,  -3.0427147,  -0.8464256,  -0.1616732
  2.4200000,  -2.4145954,  -3.3449509,  -0.8839427,  -2.4472711,  -0.9825888,   0.1060033
  2.4400000,  -1.8210904,  -3.1005643,  -1.0779966,  -1.8608163,  -1.1181992,   0.3795817
  2.4600000,  -1.2457725,  -2.7503427,  -1.2706531,  -1.2923580,  -1.2527517,   0.6555296
  2.4800000,  -0.6967968,  -2.3021155,  -1.4601205,  -0.7499238,  -1.3856592,   0.9302320
  2.5000000,  -0.1812366,  -1.7659679,  -1.6445788,  -0.2404570,  -1.5162583,   1.2000498
  2.5200000,   0.2949941,  -1.1539977,  -1.8222050,   0.2302596,  -1.6438165,   1.4613774
  2.5400000,   0.7271883,  -0.4800275,  -1.9912001,   0.6576488,  -1.7675423,   1.7107011
  2.5600000,   1.1118641,   0.2407199,  -2.1498167,   1.0383555,  -1.8865963,   1.9446557
  2.5800000,   1.4467552,   0.9919760,  -2.2963859,   1.3702336,  -2.0001050,   2.1600779
  2.6000000,   1.7307733,   1.7568030,  -2.4293454,   1.6523071,  -2.1071754,   2.3540580
  2.6200000,   1.9639477,   2.5179815,  -2.5472651,   1.8847061,  -2.2069109,   2.5239858
  2.6400000,   2.1473418,   3.2584029,  -2.6488719,   2.0685813,  -2.2984280,   2.6675926
  2.6600000,   2.2829516,   3.9614552,  -2.7330724,   2.2059994,  -2.3808731,   2.7829870
  2.6800000,   2.3735887,   4.6113958,  -2.7989723,   2.2998242,  -2.4534398,   2.8686846
  2.7000000,   2.4227521,   5.1936997,  -2.8458933,   2.3535857,  -2.5153852,   2.9236310
  2.7200000,   2.4344911,   5.6953789,  -2.8733860,   2.3713413,  -2.5660458,   2.9472174
  2.7400000,   2.4132657,   6.1052625,  -2.8812391,   2.3575337,  -2.6048526,   2.9392890
  2.7600000,   2.3638046,   6.4142345,  -2.8694846,   2.3168487,  -2.6313440,   2.9001458
  2.7800000,   2.2909677,   6.6154211,  -2.8383985,   2.2540755,  -2.6451779,   2.8305363
  2.8000000,   2.1996140,   6.7043264,  -2.7884972,   2.1739753,  -2.6461413,   2.7316426
  2.8200000,   2.0944795,   6.6789123,  -2.7205297,   2.0811582,  -2.6341573,   2.6050602
  2.8400000,   1.9800655,   6.5396218,  -2.6354655,   1.9799728,  -2.6092910,   2.4527697
  2.8600000,   1.8605423,   6.2893447,  -2.5344786,   1.8744112,  -2.5717516,   2.2771027
  2.8800000,   1.7396676,   5.9333299,  -2.4189281,   1.7680286,  -2.5218928,   2.0807025
  2.9000000,   1.6207212,   5.4790428,  -2.2903351,   1.6638812,  -2.4602105,   1.8664795
  2.9200000,   1.5064582,   4.9359750,  -2.1503570,   1.5644819,  -2.3873373,   1.6375626
  2.9400000,   1.3990787,   4.3154100,  -2.0007602,   1.4717742,  -2.3040361,   1.3972478
  2.9600000,   1.3002155,   3.6301503,  -1.8433900,   1.3871234,  -2.2111895,   1.1489438
  2.9800000,   1.2109381,   2.8942133,  -1.6801403,   1.3113256,  -2.1097887,   0.8961167
  3.0000000,   1.1317720,   2.1225033,  -1.5129226,   1.2446322,  -2.0009198,   0.6422347
  3.0200000,   1.0627325,   1.3304676,  -1.3436352,   1.1867886,  -1.8857485,   0.3907124
  3.0400000,   1.0033702,   0.5337438,  -1.1741333,   1.1370857,  -1.7655038,   0.1448576
  3.0600000,   0.9528274,  -0.2521914,  -1.0062002,   1.0944213,  -1.6414602,  -0.0921798
  3.0800000,   0.9099018,  -1.0123661,  -0.8415213,   1.0573701,  -1.5149200,  -0.3174560
  3.1000000,   0.8731166,  -1.7326400,  -0.6816594,   1.0242589,  -1.3871943,  -0.5282765
  3.1200000,   0.8407939,  -2.4000081,  -0.5280341,   0.9932452,  -1.2595849,  -0.7222348
  3.1400000,   0.8111296,  -3.0028734,  -0.3819037,   0.9623967,  -1.1333661,  -0.8972461
  3.1600000,   0.7822668,  -3.5312833,  -0.2443512,   0.9297692,  -1.0097669,  -1.0515745
  3.1800000,   0.7523667,  -3.9771253,  -0.1162734,   0.8934812,  -0.8899552,  -1.1838533
  3.2000000,   0.7196743,  -4.3342763,   0.0016248,   0.8517820,  -0.7750216,  -1.2930999
  3.2200000,   0.6825783,  -4.5987042,   0.1088336,   0.8031139,  -0.6659666,  -1.3787226
  3.2400000,   0.6396621,  -4.7685194,   0.2050369,   0.7461641,  -0.5636879,  -1.4405207
  3.2600000,   0.5897474,  -4.8439755,   0.2901070,   0.6799081,  -0.4689703,  -1.4786788
  3.2800000,   0.5319265,  -4.8274212,   0.3640962,   0.6036417,  -0.3824778,  -1.4937527
  3.3000000,   0.4655866,  -4.7232028,   0.4272251,   0.5170022,  -0.3047476,  -1.4866507
  3.3200000,   0.3904220,  -4.5375230,   0.4798681,   0.4199785,  -0.2361857,  -1.4586080
  3.3400000,   0.3064381,  -4.2782584,   0.5225365,   0.3129100,  -0.1770659,  -1.4111562
  3.3600000,   0.2139445,  -3.9547401,   0.5558595,   0.1964751,  -0.1275296,  -1.3460883
  3.3800000,   0.1135407,  -3.5775058,   0.5805641,   0.0716707,  -0.0875887,  -1.2654193
  3.4000000,   0.0060929,  -3.1580255,   0.5974539,  -0.0602180,  -0.0571299,  -1.1713444
  3.4200000,  -0.1072953,  -2.7084123,   0.6073878,  -0.1976543,  -0.0359208,  -1.0661942
  3.4400000,  -0.2253177,  -2.2411214,   0.6112582,  -0.3388929,  -0.0236180,  -0.9523888
  3.4600000,  -0.3465047,  -1.7686471,   0.6099707,  -0.4820276,  -0.0197761,  -0.8323913
  3.4800000,  -0.4692651,  -1.3032244,   0.6044241,  -0.6250419,  -0.0238586,  -0.7086621
  3.5000000,  -0.5919290,  -0.8565413,   0.5954922,  -0.7658605,  -0.0352487,  -0.5836136
  3.5200000,  -0.7127911,  -0.4394700,   0.5840080,  -0.9024013,  -0.0532624,  -0.4595677
  3.5400000,  -0.8301526,  -0.0618221,   0.5707490,  -1.0326253,  -0.0771602,  -0.3387157
  3.5600000,  -0.9423606,   0.2678672,   0.5564256,  -1.1545843,  -0.1061609,  -0.2230822
  3.5800000,  -1.0478443,   0.5425190,   0.5416720,  -1.2664633,  -0.1394538,  -0.1144924
  3.6000000,  -1.1451467,   0.7566538,   0.5270396,  -1.3666189,  -0.1762119,  -0.0145454
  3.6200000,  -1.2329519,   0.9064934,   0.5129931,  -1.4536112,  -0.2156036,   0.0754086
  3.6400000,  -1.3101062,   0.9900194,   0.4999093,  -1.5262292,  -0.2568051,   0.1542848
  3.6600000,  -1.3756347,   1.0069884,   0.4880780,  -1.5835094,  -0.2990103,   0.2212746
  3.6800000,  -1.4287512,   0.9589048,   0.4777057,  -1.6247477,  -0.3414413,   0.2758513
  3.7000000,  -1.4688635,   0.8489508,   0.4689214,  -1.6495035,  -0.3833570,   0.3177689
  3.7200000,  -1.4955727,   0.6818770,   0.4617833,  -1.6575979,  -0.4240606,   0.3470558
  3.7400000,  -1.5086680,   0.4638573,   0.4562883,  -1.6491054,  -0.4629060,   0.3640034
  3.7600000,  -1.5081181,   0.2023111,   0.4523811,  -1.6243401,  -0.4993035,   0.3691489
  3.7800000,  -1.4940576,  -0.0943018,   0.4499654,  -1.5838370,  -0.5327228,   0.3632543
  3.8000000,  -1.4667722,  -0.4167083,   0.4489147,  -1.5283293,  -0.5626964,   0.3472802
  3.8200000,  -1.4266811,  -0.7550655,   0.4490828,  -1.4587232,  -0.5888210,   0.3223579
  3.8400000,  -1.3743187,  -1.0992139,   0.4503151,  -1.3760698,  -0.6107575,   0.2897567
  3.8600000,  -1.3103161,  -1.4389345,   0.4524579,  -1.2815367,  -0.6282308,   0.2508509
  3.8800000,  -1.2353826,  -1.7642043,   0.4553675,  -1.1763796,  -0.6410279,   0.2070848
  3.9000000,  -1.1502891,  -2.0654416,   0.4589177,  -1.0619140,  -0.6489957,   0.1599369
  3.9200000,  -1.0558525,  -2.3337384,   0.4630064,  -0.9394893,  -0.6520378,   0.1108851
  3.9400000,  -0.9529227,  -2.5610719,   0.4675596,  -0.8104648,  -0.6501110,   0.0613728
  3.9600000,  -0.8423724,  -2.7404921,   0.4725347,  -0.6761888,  -0.6432212,   0.0127761
  3.9800000,  -0.7250887,  -2.8662802,   0.4779218,  -0.5379806,  -0.6314190,  -0.0336257
  4.0000000,  -0.6019685,  -2.9340747,   0.4837428,  -0.3971171,  -0.6147954,  -0.0766767
  4.0200000,  -0.4739157,  -2.9409629,   0.4900496,  -0.2548218,  -0.5934769,  -0.1153683
  4.0400000,  -0.3418415,  -2.8855360,   0.4969200,  -0.1122585,  -0.5676215,  -0.1488575
  4.0600000,  -0.2066667,  -2.7679069,   0.5044532,   0.0294723,  -0.5374139,  -0.1764824
  4.0800000,  -0.0693250,  -2.5896902,   0.5127634,   0.1693328,  -0.5030618,  -0.1977719
  4.1000000,   0.0692319,  -2.3539473,   0.5219728,   0.3063458,  -0.4647922,  -0.2124514
  4.1200000,   0.2080286,  -2.0650959,   0.5322040,   0.4395897,  -0.4228474,  -0.2204433
  4.1400000,   0.3460610,  -1.7287892,   0.5435723,   0.5681918,  -0.3774831,  -0.2218629
  4.1600000,   0.4822916,  -1.3517660,   0.5561773,   0.6913211,  -0.3289647,  -0.2170095
  4.1800000,   0.6156463,  -0.9416772,   0.5700957,   0.8081809,  -0.2775661,  -0.2063540
  4.2000000,   0.7450132,  -0.5068925,   0.5853742,   0.9180008,  -0.2235675,  -0.1905215
  4.2200000,   0.8692436,  -0.0562926,   0.6020227,   1.0200314,  -0.1672544,  -0.1702716
  4.2400000,   0.9871561,   0.4009476,   0.6200097,   1.1135391,  -0.1089164,  -0.1464748
  4.2600000,   1.0975437,   0.8555806,   0.6392579,   1.1978037,  -0.0488469,  -0.1200874
  4.2800000,   1.1991844,   1.2985053,   0.6596419,   1.2721187,   0.0126575,  -0.0921242
  4.3000000,   1.2908552,   1.7209805,   0.6809871,   1.3357938,   0.0752971,  -0.0636305
  4.3200000,   1.3713490,   2.1148252,   0.7030701,   1.3881607,   0.1387692,  -0.0356533
  4.3400000,   1.4394945,   2.4726040,   0.7256212,   1.4285819,   0.2027678,  -0.0092137
  4.3600000,   1.4941798,   2.7877902,   0.7483281,   1.4564615,   0.2669839,   0.0147205
  4.3800000,   1.5343763,   3.0549060,   0.7708408,   1.4712601,   0.3311053,   0.0352602
  4.4000000,   1.5591658,   3.2696343,   0.7927788,   1.4725100,   0.3948168,   0.0516183
  4.4200000,   1.5677670,   3.4289016,   0.8137381,   1.4598333,   0.4578006,   0.0631301
  4.4400000,   1.5595626,   3.5309290,   0.8333009,   1.4329609,   0.5197369,   0.0692701
  4.4600000,   1.5341253,   3.5752523,   0.8510443,   1.3917510,   0.5803045,   0.0696664
  4.4800000,   1.4912415,   3.5627091,   0.8665505,   1.3362081,   0.6391821,   0.0641098
  4.5000000,   1.4309330,   3.4953954,   0.8794170,   1.2665005,   0.6960497,   0.0525594
  4.5200000,   1.3534743,   3.3765927,   0.8892667,   1.1829754,   0.7505903,   0.0351444
  4.5400000,   1.2594059,   3.2106676,   0.8957568,   1.0861724,   0.8024918,   0.0121610
  4.5600000,   1.1495422,   3.0029467,   0.8985887,   0.9768320,   0.8514493,  -0.0159345
  4.5800000,   1.0249737,   2.7595706,   0.8975150,   0.8559014,   0.8971680,  -0.0485363
  4.6000000,   0.8870631,   2.4873313,   0.8923468,   0.7245353,   0.9393656,  -0.0849038
  4.6200000,   0.7374350,   2.1934955,   0.8829587,   0.5840912,   0.9777752,  -0.1241794
  4.6400000,   0.5779588,   1.8856202,   0.8692930,   0.4361199,   1.0121488,  -0.1654086
  4.6600000,   0.4107250,   1.5713642,   0.8513612,   0.2823509,   1.0422601,  -0.2075631
  4.6800000,   0.2380156,   1.2583004,   0.8292450,   0.1246716,   1.0679078,  -0.2495657
  4.7000000,   0.0622681,   0.9537330,   0.8030943,  -0.0348975,   1.0889185,  -0.2903156
  4.7200000,  -0.1139648,   0.6645250,   0.7731244,  -0.1942338,   1.1051499,  -0.3287152
  4.7400000,  -0.2880610,   0.3969389,   0.7396109,  -0.3511463,   1.1164934,  -0.3636961
  4.7600000,  -0.4573775,   0.1564944,   0.7028834,  -0.5034139,   1.1228765,  -0.3942448
  4.7800000,  -0.6193012,  -0.0521523,   0.6633177,  -0.6488260,   1.1242654,  -0.4194274
  4.8000000,  -0.7713016,  -0.2253074,   0.6213269,  -0.7852249,   1.1206663,  -0.4384115
  4.8200000,  -0.9109827,  -0.3603121,   0.5773512,  -0.9105493,   1.1121269,  -0.4504868
  4.8400000,  -1.0361339,  -0.4555894,   0.5318478,  -1.0228772,   1.0987377,  -0.4550823
  4.8600000,  -1.1447783,  -0.5106636,   0.4852796,  -1.1204675,   1.0806319,  -0.4517805
  4.8800000,  -1.2352170,  -0.5261518,   0.4381045,  -1.2017991,   1.0579855,  -0.4403278
  4.9000000,  -1.3060680,  -0.5037294,   0.3907644,  -1.2656069,   1.0310166,  -0.4206416
  4.9200000,  -1.3562997,  -0.4460699,   0.3436752,  -1.3109124,   0.9999843,  -0.3928131
  4.9400000,  -1.3852565,  -0.3567606,   0.2972171,  -1.3370498,   0.9651866,  -0.3571067
  4.9600000,  -1.3926766,  -0.2401979,   0.2517268,  -1.3436849,   0.9269585,  -0.3139546
  4.9800000,  -1.3787017,  -0.1014633,   0.2074898,  -1.3308279,   0.8856688,  -0.2639484
  5.0000000,  -1.3438774,   0.0538153,   0.1647357,  -1.2988384,   0.8417170,  -0.2078274
  5.0200000,  -1.2891443,   0.2196139,   0.1236337,  -1.2484226,   0.7955294,  -0.1464624
  5.0400000,  -1.2158204,   0.3896704,   0.0842907,  -1.1806232,   0.7475551,  -0.0808381
  5.0600000,  -1.1255747,   0.5576473,   0.0467514,  -1.0968013,   0.6982613,  -0.0120320
  5.0800000,  -1.0203923,   0.7172926,   0.0109994,  -0.9986105,   0.6481284,   0.0588080
  5.1000000,  -0.9025321,   0.8625989,  -0.0230390,  -0.8879651,   0.5976451,   0.1304877
  5.1200000,  -0.7744781,   0.9879525,  -0.0554902,  -0.7670010,   0.5473031,   0.2017919
  5.1400000,  -0.6388850,   1.0882732,  -0.0865263,  -0.6380321,   0.4975919,   0.2715090
  5.1600000,  -0.4985197,   1.1591381,  -0.1163572,  -0.5035015,   0.4489930,   0.3384563
  5.1800000,  -0.3561998,   1.1968895,  -0.1452219,  -0.3659305,   0.4019751,   0.4015044
  5.2000000,  -0.2147315,   1.1987221,  -0.1733779,  -0.2278646,   0.3569885,   0.4595993
  5.2200000,  -0.0768468,   1.1627492,  -0.2010915,  -0.0918189,   0.3144603,   0.5117838
  5.2400000,   0.0548567,   1.0880466,  -0.2286262,   0.0397749,   0.2747891,   0.5572159
  5.2600000,   0.1779735,   0.9746724,  -0.2562323,   0.1646209,   0.2383411,   0.5951844
  5.2800000,   0.2903428,   0.8236634,  -0.2841366,   0.2806078,   0.2054456,   0.6251224
  5.3000000,   0.3900948,   0.6370080,  -0.3125324,   0.3858524,   0.1763911,   0.6466163
  5.3200000,   0.4756904,   0.4175972,  -0.3415710,   0.4787394,   0.1514223,   0.6594122
  5.3400000,   0.5459522,   0.1691543,  -0.3713534,   0.5579528,   0.1307370,   0.6634184
  5.3600000,   0.6000871,  -0.1038544,  -0.4019252,   0.6225018,   0.1144841,   0.6587047
  5.3800000,   0.6376986,  -0.3963252,  -0.4332709,   0.6717372,   0.1027615,   0.6454979
  5.4000000,   0.6587902,  -0.7026372,  -0.4653120,   0.7053610,   0.0956153,   0.6241742
  5.4200000,   0.6637577,  -1.0167833,  -0.4979057,   0.7234264,   0.0930389,   0.5952486
  5.4400000,   0.6533730,  -1.3325083,  -0.5308460,   0.7263299,   0.0949735,   0.5593612
  5.4600000,   0.6287579,  -1.6434532,  -0.5638665,   0.7147951,   0.1013081,   0.5172616
  5.4800000,   0.5913493,  -1.9432987,  -0.5966456,   0.6898481,   0.1118814,   0.4697911
  5.5000000,   0.5428574,  -2.2259079,  -0.6288126,   0.6527871,   0.1264832,   0.4178629
  5.5200000,   0.4852163,  -2.4854632,  -0.6599562,   0.6051440,   0.1448568,   0.3624420
  5.5400000,   0.4205307,  -2.7165945,  -0.6896338,   0.5486421,   0.1667021,   0.3045240
  5.5600000,   0.3510171,  -2.9144961,  -0.7173821,   0.4851488,   0.1916790,   0.2451140
  5.5800000,   0.2789444,  -3.0750298,  -0.7427291,   0.4166256,   0.2194112,   0.1852059
  5.6000000,   0.2065727,  -3.1948123,  -0.7652056,   0.3450770,   0.2494904,   0.1257623
  5.6200000,   0.1360932,  -3.2712845,  -0.7843578,   0.2724978,   0.2814814,   0.0676964
  5.6400000,   0.0695706,  -3.3027615,  -0.7997598,   0.2008234,   0.3149267,   0.0118545
  5.6600000,   0.0088898,  -3.2884632,  -0.8110249,   0.1318805,   0.3493519,  -0.0409982
  5.6800000,  -0.0442926,  -3.2285242,  -0.8178173,   0.0673431,   0.3842715,  -0.0901902
  5.7000000,  -0.0885896,  -3.1239837,  -0.8198617,   0.0086925,   0.4191942,  -0.1351539
  5.7200000,  -0.1229181,  -2.9767552,  -0.8169521,  -0.0428169,   0.4536285,  -0.1754323
  5.7400000,  -0.1465235,  -2.7895777,  -0.8089596,  -0.0861848,   0.4870888,  -0.2106836
  5.7600000,  -0.1589963,  -2.5659498,  -0.7958369,  -0.1206853,   0.5191009,  -0.2406826
  5.7800000,  -0.1602783,  -2.3100476,  -0.7776226,  -0.1458788,   0.5492076,  -0.2653193
  5.8000000,  -0.1506593,  -2.0266295,  -0.7544425,  -0.1616162,   0.5769736,  -0.2845951
  5.8200000,  -0.1307644,  -1.7209294,  -0.7265086,  -0.1680356,   0.6019915,  -0.2986161
  5.8400000,  -0.1015316,  -1.3985412,  -0.6941173,  -0.1655500,   0.6238855,  -0.3075845
  5.8600000,  -0.0641810,  -1.0652977,  -0.6576440,  -0.1548284,   0.6423164,  -0.3117880
  5.8800000,  -0.0201770,  -0.7271460,  -0.6175367,  -0.1367695,   0.6569853,  -0.3115873
  5.9000000,   0.0288171,  -0.3900221,  -0.5743079,  -0.1124701,   0.6676372,  -0.3074027
  5.9200000,   0.0809895,  -0.0597285,  -0.5285244,  -0.0831875,   0.6740635,  -0.2996998
  5.9400000,   0.1344339,   0.2581837,  -0.4807964,  -0.0502985,   0.6761043,  -0.2889744
  5.9600000,   0.1872063,   0.5585253,  -0.4317649,  -0.0152551,   0.6736504,  -0.2757375
  5.9800000,   0.2373824,   0.8365695,  -0.3820888,   0.0204604,   0.6666438,  -0.2605012
  6.0000000,   0.2831149,   1.0881408,  -0.3324319,   0.0553821,   0.6550785,  -0.2437641
  6.0200000,   0.3226872,   1.3096909,  -0.2834489,   0.0881043,   0.6389994,  -0.2259993
  6.0400000,   0.3545648,   1.4983589,  -0.2357727,   0.1173245,   0.6185020,  -0.2076423
  6.0600000,   0.3774400,   1.6520166,  -0.1900015,   0.1418822,   0.5937301,  -0.1890817
  6.0800000,   0.3902714,   1.7692968,  -0.1466871,   0.1607929,   0.5648739,  -0.1706508
  6.1000000,   0.3923150,   1.8496048,  -0.1063247,   0.1732768,   0.5321664,  -0.1526225
  6.1200000,   0.3831470,   1.8931137,  -0.0693437,   0.1787815,   0.4958803,  -0.1352046
  6.1400000,   0.3626776,   1.9007429,  -0.0361002,   0.1769969,   0.4563238,  -0.1185391
  6.1600000,   0.3311554,   1.8741213,  -0.0068717,   0.1678635,   0.4138358,  -0.1027024
  6.1800000,   0.2891622,   1.8155369,   0.0181468,   0.1515727,   0.3687810,  -0.0877078
  6.2000000,   0.2375979,   1.7278723,   0.0388441,   0.1285596,   0.3215447,  -0.0735106
  6.2200000,   0.1776571,   1.6145296,   0.0551922,   0.0994887,   0.2725271,  -0.0600145
  6.2400000,   0.1107964,   1.4793461,   0.0672445,   0.0652323,   0.2221374,  -0.0470791
  6.2600000,   0.0386951,   1.3265022,   0.0751304,   0.0268433,   0.1707883,  -0.0345296
  6.2800000,  -0.0367915,   1.1604238,   0.0790502,  -0.0144779,   0.1188898,  -0.0221670
  6.3000000,  -0.1136832,   0.9856824,   0.0792666,  -0.0574210,   0.0668436,  -0.0097785
  6.3200000,  -0.1899302,   0.8068935,   0.0760958,  -0.1006063,   0.0150379,   0.0028506
  6.3400000,  -0.2634703,   0.6286166,   0.0698976,  -0.1426278,  -0.0361585,   0.0159266
  6.3600000,  -0.3322873,   0.4552591,   0.0610642,  -0.1820968,  -0.0864006,   0.0296357
